lon,lat,id
7.425995826721191,43.73892211914063,21912089
7.425837516784668,43.7390251159668,7265761724
7.425792694091797,43.73905944824219,1079750744
7.425769805908203,43.73908233642578,2104793864
7.425734996795654,43.7391242980957,6340961560
7.425708293914795,43.73916244506836,1110560507
7.425687789916992,43.73922348022461,21912093
7.425680160522461,43.73927688598633,6340961559
7.42568302154541,43.73932647705078,21912095
7.425697326660156,43.739376068115234,7265762803
7.425708293914795,43.73942565917969,2104793866
7.425711631774902,43.73946762084961,6340961561
7.425694465637207,43.739501953125,5603088200
7.425666809082031,43.739524841308594,6340961562
7.425616264343262,43.73955154418945,21912097
7.425514698028564,43.73957443237305,10665602337
7.425229072570801,43.73968505859375,11146701059
7.425149917602539,43.739723205566406,21912099
7.430105209350586,43.74593353271485,21918500
7.430176258087158,43.74602890014648,10723812919
7.430234909057617,43.74613952636719,1204288480
7.430297374725342,43.74622344970703,21918536
7.4303879737854,43.74630355834961,10723812918
7.430568218231201,43.74641799926758,1204288459
7.431204319000244,43.74679565429688,1204288412
7.431381702423096,43.74692916870117,2189614142
7.431514263153076,43.74702453613281,4939150467
7.431673526763916,43.747161865234375,21918572
7.431729316711426,43.74723815917969,4939150464
7.431747913360596,43.74727630615234,21918589
7.431756496429443,43.7473258972168,4939150465
7.431756496429443,43.74736785888672,4939150466
7.431742668151855,43.74744415283203,2189614147
7.431732177734375,43.74751663208008,3419930599
7.431735515594482,43.74755096435547,3419930601
7.431750297546387,43.74761199951172,10068880356
7.431777477264404,43.74766540527344,1868736643
7.431825160980225,43.74771499633789,1868736564
7.43189001083374,43.74775695800781,10068880357
7.431959629058838,43.7477912902832,1868736555
7.432100296020508,43.74783706665039,1868736582
7.432138919830322,43.74785232543945,1868736741
7.417492389678955,43.72962951660156,25177418
7.417463779449463,43.72967147827149,4939779378
7.417418956756592,43.729713439941406,4939779381
7.417328834533691,43.72977066040039,4939779386
7.4172043800354,43.72985458374024,25177397
7.422170639038086,43.73286056518555,25192130
7.422144412994385,43.732887268066406,6444966483
7.422097682952881,43.732940673828125,1737389127
7.422061920166016,43.73298263549805,6444966484
7.422027111053467,43.73302459716797,6444966485
7.421984672546387,43.73307800292969,6340961554
