name,id,u,v,length
,156242236,6743255955,1685062049,3.664
,156242236,1685062049,1079750840,11.874
,156242236,1079750840,9954248578,4.082
,156242237,273246214,1736937765,6.673
,156242237,1736937765,1685061933,9.602
,156242237,1685061933,1685061940,42.967
,156242238,1685062007,1685062021,6.264
,156242238,1685062021,1685062026,5.983
,156242238,1685062026,1685062030,5.789
,156242240,1685062035,1685062042,2.574
,156242240,1685062042,1685062056,12.456
,156242240,1685062056,1685062072,15.158
,156242240,1685062072,1685062082,14.051
,156242241,273246000,273246001,24.778
,156242241,273246001,273246002,62.296
,156242241,273246002,273246850,31.829
,156242241,273246850,273246851,32.265
,156242241,273246851,21918825,26.013
,156242242,1079751330,1685062033,7.227
,156242242,1685062033,1685062034,5.861
,156242242,1685062034,1685062045,11.046
,156242242,1685062045,1685062047,1.8
,156242242,1685062047,1685062032,11.878
,156242242,1685062032,1685062028,23.267
,156248717,1699777673,7265761725,8.145
,156248717,7265761725,11146700994,4.022
,156248717,11146700994,7265761726,4.733
,156248722,11146474543,8703087943,7.269
,156248722,8703087943,8703087941,44.928
,156248722,8703087941,8703087940,15.611
,156248722,8703087940,8703087942,1.912
,156248722,8703087942,9954248579,6.004
,156248722,9954248579,9954248580,7.002
,156248722,9954248580,9954248581,56.703
,156248724,1685108373,1685108369,10.559
,156248726,1685108348,1685108354,4.072
,156248726,1685108354,1685108358,11.211
,156248727,1685108397,8703041298,8.218
,156248727,8703041298,7779120617,2.812
,156248727,7779120617,1685108394,23.467
,156248727,1685108394,1685108392,15.457
,156248727,1685108392,8175919667,38.031
,156248727,8175919667,1685108374,5.881
,156248727,1685108374,8175919666,3.486
,156248727,8175919666,8703041299,17.3
,156248727,8703041299,1685108389,8.182
,156248728,1685108357,1685108362,60.049
,156248728,1685108362,1685108363,38.681
,156248728,1685108363,1685108367,3.053
,156248728,1685108367,1685108369,2.83
,156248728,1685108369,1685108365,1.412
,156248732,1685108327,5931906966,39.84
,156248732,5931906966,5931906965,10.959
,156248732,5931906965,1685108348,16.271
,156248732,1685108348,1685108357,6.409
,156251960,1685132533,1685061969,7.825
,156251962,1685132476,1685061945,2.36
,156251965,1685132537,1685132533,6.631
,156251966,1685132505,1685132502,1.522
,156251971,11146483542,1878520680,4.463
,156251971,1878520680,1878520678,4.855
,156251971,1878520678,1878520690,18.733
,156251971,1878520690,1878520695,20.568
,156251971,1878520695,9582163358,9.798
,156251971,9582163358,9582163357,15.56
,156251972,1685061948,7927955231,2.56
,156251972,7927955231,7927955232,6.194
,156251972,7927955232,7927955233,6.798
,156251972,7927955233,1685132532,5.899
,156251972,1685132532,1685132535,9.36
,156251972,1685132535,1685061972,9.28
,156251973,1685132502,1685132496,7.121
,156251973,1685132496,1685132494,1.712
,156251973,1685132494,1685132492,3.117
,156251973,1685132492,1685132476,2.971
,156253783,1685146302,1685146306,54.046
Escalier Icare Rigolini,156253784,1204288464,1685146310,12.765
Escalier Icare Rigolini,156253784,1685146310,1685146308,32.135
,156253785,25185779,1685146315,2.572
,156253785,1685146315,1685146317,33.464
,156253785,1685146317,1204288499,6.283
,156772045,1690130857,1738360294,2.488
,156772045,1738360294,5601806423,2.45
,156772045,5601806423,1690130859,5.55
,156772047,8185688341,1684697628,5.845
,156772047,1684697628,1684697623,7.024
,156772047,1684697623,1684697627,4.721
,156772047,1684697627,1736929673,15.459
,156772047,1736929673,1736929674,9.915
,156772047,1736929674,1684697643,41.401
,156772047,1684697643,1684697645,10.167
,156772047,1684697645,1876870091,4.185
,156772047,1876870091,7271008794,7.328
,156772047,7271008794,1684697649,16.774
,156772047,1684697649,1736929675,15.461
,156772047,1736929675,1684697653,18.355
,156772047,1684697653,1736929678,10.237
,156772047,1736929678,1684697654,21.251
,156772047,1684697654,1684697661,11.298
,156772047,1684697661,1684697664,6.394
,156772047,1684697664,1684697666,5.847
,156772047,1684697666,1684697669,10.265
,156772047,1684697669,1684697679,22.32
,156772047,1684697679,1684697681,26.422
,156772047,1684697681,1736929679,9.723
,156772047,1736929679,1684697685,9.324
,156772049,907295487,6848669735,16.969
,156772049,6848669735,6848669734,8.505
,156772049,6848669734,8740874100,3.843
,156772050,1690130881,7932373274,5.348
,156772050,7932373274,1690130857,25.807
,156780332,1690189840,1690189843,14.805
,156780336,1690189846,1690189850,19.774
,156780338,1690189843,1690189845,15.053
Parvis Sainte-Dévote,156780344,1690189834,1690189838,11.316
Parvis Sainte-Dévote,156780344,1690189838,1690189840,6.918
,156780348,1690189876,1690189870,4.345
,156780348,1690189870,1690189871,11.677
,156780349,1690189832,1690189830,5.625
,156780349,1690189830,1690189827,5.5
,156780349,1690189827,1880122264,1.338
,156780349,1880122264,1880122267,3.532
,156780349,1880122267,1880122269,3.238
,156780349,1880122269,1880122265,3.108
,156780349,1880122265,1880122263,1.516
,156780349,1880122263,1880122262,1.308
,156780349,1880122262,1880122261,4.497
,156780349,1880122261,1880122259,4.732
,156780349,1880122259,1880122258,19.692
,156780349,1880122258,1880122257,7.582
,156780349,1880122257,1880122255,4.113
,156780350,1690189845,1690189850,20.844
,156780350,1690189850,7002639149,24.891
,156780350,7002639149,1696727901,27.424
,156780350,1696727901,1690189867,7.179
,156780350,1690189867,1690189864,33.416
,156780350,1690189864,1690189868,2.842
,156782004,25239402,6152414410,3.156
,156782004,6152414410,6152414415,1.587
,156782004,6152414415,6152414411,2.112
,156782004,6152414411,6152414412,2.307
,156782004,6152414412,8258594201,1.57
,156782004,8258594201,8258594202,1.479
,156782004,8258594202,6152414413,1.491
Passage Grana,156782006,1690205053,1690205054,5.278
Passage Grana,156782006,1690205054,1690205055,4.297
,156782009,258072562,1690205046,3.359
,156782014,1685132541,272955214,8.109
,156782015,258072012,1690205044,7.461
,156782015,1690205044,1690205045,4.717
,156782015,1690205045,1690205046,4.472
,156782948,4937556521,1690213025,2.052
,156782948,1690213025,1868015871,6.111
,156782949,1690213019,1690213020,7.177
,156782950,1639786347,1639786301,7.211
,156782951,1690213035,1639786349,1.275
,156782952,1690213030,1639786209,5.457
,156782953,1690213037,1639786284,1.275
,156782954,1690213020,1690213021,13.15
,156782955,1690213028,1639786224,4.666
,156782955,1639786224,6434282877,2.121
,156782958,7927855805,1204303507,3.583
,156782958,1204303507,9919108685,3.886
,156782958,9919108685,1095425875,0.862
,156782959,11149937171,1095425781,4.242
,156782959,1095425781,1095426266,37.752
,156782959,1095426266,1690213024,1.273
,157447730,1880122261,1696644398,2.139
,157447730,1696644398,1696644406,2.261
,157447730,1696644406,1696644430,3.173
,157447730,1696644430,1696644391,13.526
,157447730,1696644391,1696644378,2.219
,157447730,1696644378,1696644353,1.992
,157447730,1696644353,1696644402,10.227
,157447730,1696644402,1696644405,2.126
,157447730,1696644405,1696644408,1.279
,157447730,1696644408,1696644387,11.209
,157447730,1696644387,1696644381,1.329
,157447730,1696644381,1696644395,5.714
,157447731,1681932258,1696644218,6.021
,157447731,1696644218,1696644246,6.306
,157447731,1696644246,1696644256,7.95
,157447731,1696644256,1696644265,5.582
,157447731,1696644265,1696644272,45.367
,157447731,1696644272,1696644269,51.465
,157447731,1696644269,1696644183,12.232
,157447731,1696644183,3419584652,8.371
,157447731,3419584652,3419584651,23.071
,157447731,3419584651,1696644276,14.917
,157447731,1696644276,1696644280,33.045
,157447731,1696644280,1696644325,3.258
,157447731,1696644325,1696644320,4.176
,157447731,1696644320,1696644284,2.551
,157447731,1696644284,1696644287,2.205
,157447731,1696644287,1696644330,2.429
,157447733,1696644352,25198656,7.183
,157447735,1696644395,1696644352,11.284
,157447740,1696644330,1696644348,9.004
,157447740,1696644348,1696644341,1.46
,157447741,8703084491,1696644242,3.877
,157447741,1696644242,1696644223,5.571
,157447741,1696644223,1696644214,7.514
,157447741,1696644214,1681932258,4.504
,157447741,1681932258,1696644211,4.447
,157447741,1696644211,1696644206,5.989
,157447741,1696644206,1696644201,8.059
,157447741,1696644201,252362085,10.557
,157457345,1696727901,1696727899,6.994
,157457346,1696727901,1696727903,7.328
,157457348,25197686,1696727905,5.324
,157457348,1696727905,8703084452,2.776
,157457348,8703084452,8703084451,2.677
,157457348,8703084451,1696727903,2.522
Avenue Saint-Michel,157719641,252474584,9532542921,4.593
Avenue Saint-Michel,157719641,9532542921,1699777780,22.061
Boulevard Princesse Charlotte,157719642,21917586,1079750859,8.84
Boulevard Princesse Charlotte,157719642,1079750859,1079751108,24.472
Boulevard Princesse Charlotte,157719642,1079751108,6152414422,8.151
Avenue d'Ostende,157719644,1690130866,1726583800,35.134
Avenue d'Ostende,157719644,1726583800,1737366158,17.608
Avenue d'Ostende,157719644,1737366158,6485591442,1.85
Avenue d'Ostende,157719644,6485591442,21911883,9.922
Avenue d'Ostende,157719644,21911883,1737366161,18.823
Avenue d'Ostende,157719644,1737366161,6485591443,0.777
Avenue d'Ostende,157719644,6485591443,21911886,29.701
Avenue d'Ostende,157719644,21911886,11449741814,9.208
Avenue d'Ostende,157719644,11449741814,5601806432,1.627
Avenue d'Ostende,157719644,5601806432,6485591445,9.552
Avenue d'Ostende,157719644,6485591445,252387589,22.666
Avenue de Grande-Bretagne,157719645,21917445,1204288305,12.296
Avenue de Grande-Bretagne,157719645,1204288305,11146701024,68.435
Avenue de Grande-Bretagne,157719645,11146701024,1204288385,25.913
Avenue de Grande-Bretagne,157719645,1204288385,252417946,31.153
Avenue de Grande-Bretagne,157719645,252417946,1789813051,42.576
Avenue de Grande-Bretagne,157719645,1789813051,1789813052,7.865
Avenue de Grande-Bretagne,157719645,1789813052,1789813053,12.432
Avenue de Grande-Bretagne,157719645,1789813053,9532804379,15.073
Avenue de Grande-Bretagne,157719645,9532804379,1204288501,13.882
Avenue de Grande-Bretagne,157719645,1204288501,7841390730,10.069
Avenue de Grande-Bretagne,157719645,7841390730,252418107,86.676
Avenue de Grande-Bretagne,157719645,252418107,1204288350,68.925
Avenue de Grande-Bretagne,157719645,1204288350,9532804381,46.335
Avenue de Grande-Bretagne,157719645,9532804381,9532804382,37.502
Avenue de Grande-Bretagne,157719645,9532804382,252418108,14.064
Avenue de Grande-Bretagne,157719645,252418108,3460506730,7.986
Avenue de Grande-Bretagne,157719645,3460506730,1079751084,14.638
Avenue de Grande-Bretagne,157719645,1079751084,3460506736,44.811
Avenue de Grande-Bretagne,157719645,3460506736,1079750854,45.46
Avenue de Grande-Bretagne,157719645,1079750854,252418109,10.434
Avenue de Grande-Bretagne,157719645,252418109,1079751575,8.262
Avenue de Roqueville,157719646,268125179,1204288486,33.319
Avenue de la Costa,157719647,21912099,11146701060,4.379
Avenue de la Costa,157719647,11146701060,2104788829,14.102
Avenue de la Costa,157719647,2104788829,5603791860,14.652
Avenue de la Costa,157719647,5603791860,1699777500,7.96
Avenue de la Costa,157719647,1699777500,4317085744,5.327
Avenue de la Costa,157719647,4317085744,11146690620,26.839
Avenue de la Costa,157719647,11146690620,7265868721,17.127
Avenue de la Costa,157719647,7265868721,11146701113,6.485
Avenue de la Costa,157719647,11146701113,25239346,8.751
Avenue des Beaux-Arts,157719648,1699777490,11148498614,1.368
Avenue des Beaux-Arts,157719648,11148498614,7265825734,4.718
Avenue des Beaux-Arts,157719648,7265825734,11148498603,12.126
Avenue des Beaux-Arts,157719648,11148498603,11148498595,16.473
Avenue des Beaux-Arts,157719648,11148498595,6374644687,4.848
Avenue des Beaux-Arts,157719648,6374644687,11148498593,4.71
Avenue des Beaux-Arts,157719648,11148498593,11148498588,17.77
Avenue des Beaux-Arts,157719648,11148498588,9911623974,14.903
Avenue des Beaux-Arts,157719648,9911623974,1737366265,4.923
Avenue du Berceau,157719649,252458631,8258594212,7.052
Avenue du Berceau,157719649,8258594212,3414792354,33.47
Avenue du Berceau,157719649,3414792354,3414792355,25.398
Avenue du Berceau,157719649,3414792355,252458679,6.911
Avenue du Berceau,157719649,252458679,9532542923,7.56
Avenue du Berceau,157719649,9532542923,9532542922,4.365
Avenue du Berceau,157719649,9532542922,252458680,4.502
Avenue du Berceau,157719649,252458680,1204288348,67.957
Avenue du Berceau,157719649,1204288348,252458682,5.472
Avenue de la Costa,157719652,21912099,4317081672,8.171
Avenue de la Costa,157719652,4317081672,280489924,0.947
Avenue de la Costa,157719652,280489924,1699777655,17.67
Avenue de la Costa,157719652,1699777655,3013026461,37.62
Avenue de la Costa,157719652,3013026461,25240090,6.302
Avenue de la Costa,157719652,25240090,21915639,17.413
Boulevard du Larvotto,157719653,267985520,11409061504,19.173
Boulevard du Larvotto,157719653,11409061504,4664149115,19.314
Boulevard du Larvotto,157719653,4664149115,11409061503,19.523
Boulevard du Larvotto,157719653,11409061503,250259418,18.98
Boulevard du Larvotto,157719653,250259418,11409061502,19.705
Boulevard du Larvotto,157719653,11409061502,4664149113,19.303
Boulevard du Larvotto,157719653,4664149113,11409061501,19.359
Boulevard du Larvotto,157719653,11409061501,250259429,19.077
Boulevard du Larvotto,157719653,250259429,11409061500,19.612
Boulevard du Larvotto,157719653,11409061500,4664149114,19.089
Boulevard du Larvotto,157719653,4664149114,11409061499,19.327
Boulevard du Larvotto,157719653,11409061499,250259427,19.588
Boulevard du Larvotto,157719653,250259427,11409061498,19.25
Boulevard du Larvotto,157719653,11409061498,4664149116,19.294
Boulevard du Larvotto,157719653,4664149116,11409061497,19.315
Boulevard du Larvotto,157719653,11409061497,250259426,19.398
Escalier des Gaumates,157719656,25197470,251721432,46.413
Escalier des Gaumates,157719656,251721432,251721433,15.222
Escalier des Gaumates,157719656,251721433,1699777426,8.581
Escalier des Gaumates,157719656,1699777426,1699777425,3.337
Rue Paradis,157719661,252458682,9532495591,6.861
Rue Paradis,157719661,9532495591,8485736227,20.605
Rue Paradis,157719661,8485736227,8485736226,4.28
Rue Paradis,157719661,8485736226,8485736225,4.059
Rue Paradis,157719661,8485736225,1699777763,42.353
Rue Paradis,157719661,1699777763,8485736233,2.951
Rue Paradis,157719661,8485736233,252474751,2.545
Rue Paradis,157719661,252474751,252474750,2.777
Rue Paradis,157719661,252474750,1699777779,4.92
Rue des Genêts,157719662,1699777780,6759087312,16.861
Rue des Genêts,157719662,6759087312,1699777801,12.365
Rue des Genêts,157719662,1699777801,1782756163,10.559
Rue des Genêts,157719662,1782756163,1868754488,26.277
Rue des Genêts,157719662,1868754488,9532530575,11.535
Rue des Genêts,157719662,9532530575,1699777828,3.479
Avenue Saint-Michel,157719664,4317081676,1079750404,24.133
Avenue Saint-Michel,157719664,1079750404,258072013,37.115
Avenue Saint-Michel,157719664,258072013,258072012,9.382
Avenue Saint-Michel,157719664,258072012,258072009,6.598
Avenue Saint-Michel,157719664,258072009,6152414423,2.222
Avenue Saint-Michel,157719664,6152414423,9404246800,6.526
Avenue Saint-Michel,157719664,9404246800,6152414424,6.377
Avenue Saint-Michel,157719664,6152414424,5603791871,30.904
Avenue Saint-Michel,157719664,5603791871,21915639,9.294
Avenue Saint-Michel,157719668,8258594203,6152414420,6.917
Avenue Saint-Michel,157719668,6152414420,252474582,14.835
Avenue Saint-Michel,157719668,252474582,1079750412,7.849
Avenue Saint-Michel,157719668,1079750412,9532542920,8.125
Avenue Saint-Michel,157719668,9532542920,252474583,12.097
Avenue Saint-Michel,157719668,252474583,252474584,5.557
Rue des Roses,157719669,252474588,9532530577,2.646
Rue des Roses,157719669,9532530577,1204288492,6.629
Rue des Roses,157719669,1204288492,1204288440,36.095
Rue des Roses,157719669,1204288440,1204288358,36.77
Rue des Roses,157719669,1204288358,252474589,3.554
Rue des Roses,157719669,252474589,1204288497,65.137
Rue des Roses,157719669,1204288497,3414759848,3.3
Rue des Roses,157719669,3414759848,252474750,2.332
,157719671,1699777766,9983257479,2.971
,157719671,9983257479,9983257565,4.015
,157719671,9983257565,1079750635,3.453
,157719671,1079750635,9983257663,4.73
,157719671,9983257663,9983257676,2.312
,157719671,9983257676,265023083,2.396
,157719671,265023083,265023084,12.92
,157719671,265023084,1699777693,10.339
,157719671,1699777693,1699777673,9.229
,157719671,1699777673,1699777657,13.229
,157719671,1699777657,1699777651,10.43
,157719671,1699777651,1699777652,5.344
,157719675,11146700933,1685108093,0.984
,157719675,1685108093,1685108112,10.658
,157719675,1685108112,1699777632,4.741
,157719675,1699777632,1699777652,2.312
,157719675,1699777652,11146700990,4.379
,157719675,11146700990,11146700989,5.683
,157719675,11146700989,11146700992,1.715
,157719675,11146700992,11146700991,2.919
,157719675,11146700991,265023115,19.62
,157719675,265023115,1699777715,5.127
,157719675,1699777715,1699777729,5.902
,157719675,1699777729,1699777750,10.521
,157719675,1699777750,7283707329,6.604
,157719675,7283707329,1699777764,5.765
,157719675,1699777764,1699777766,12.401
,157719678,272637729,9983257424,5.44
,157719678,9983257424,265023075,7.848
,157719678,265023075,9983257432,4.969
,157719678,9983257432,9983257485,4.872
,157719678,9983257485,1794111173,3.554
,157719678,1794111173,265023077,2.733
,157719678,265023077,265023121,3.818
,157719678,265023121,265023078,9.881
,157719678,265023078,1079751320,15.156
,157719678,1079751320,265023079,15.172
,157719678,265023079,7283707328,8.68
,157719678,7283707328,265023080,6.673
,157719678,265023080,1699777766,18.919
,157719678,1699777766,1699777781,7.481
,157719678,1699777781,7271099527,6.47
,157719682,1736937716,1736937717,54.346
,157719682,1736937717,1736937729,13.669
,157719685,1699777801,1699777803,14.118
,157719690,265023115,265023119,5.154
,157719690,265023119,4325939576,9.187
,157719691,1699777750,7271099525,13.874
Rue des Violettes,157719692,1699777802,1699777754,53.358
Rue des Violettes,157719692,1699777754,3414773284,5.945
Rue des Violettes,157719692,3414773284,252458680,6.985
,157719694,3414759848,1204288334,6.04
,157719694,1204288334,1699777743,29.24
,157719694,1699777743,3414773284,6.755
,157719695,265023121,265023122,5.776
,157719695,265023122,9983257611,6.443
,157719695,9983257611,9983257621,4.722
,157719695,9983257621,11146700943,2.865
,157719695,11146700943,9983257682,1.553
,157719695,9983257682,9983257671,3.177
,157719695,9983257671,265023123,1.004
,157719696,1699777667,10665602336,6.026
,157719696,10665602336,1699777645,5.17
,157719696,1699777645,1699777621,11.739
,157719696,1699777621,10665602335,8.083
,157719696,10665602335,1699777588,4.286
,157719697,11146701072,11146701071,5.863
,157719697,11146701071,11146701070,9.371
,157719697,11146701070,11146701062,6.536
,157719697,11146701062,11146701061,5.564
,157719697,11146701061,11146701060,2.646
,157719697,11146701060,6696346974,5.602
,157719697,6696346974,11146701059,4.536
,157719697,11146701059,5603791857,9.16
,157719701,1079750955,1079751540,6.297
,157719701,1079751540,1079751293,4.186
,157719701,1079751293,1079750516,5.105
,157719701,1079750516,1699777745,5.381
,157719701,1699777745,265023140,5.443
,157719703,265023123,11146700942,4.256
,157719703,11146700942,11146700945,9.299
,157719703,11146700945,9844491350,2.486
,157719703,9844491350,1079751179,10.874
,157719703,1079751179,1079750240,7.681
,157719703,1079750240,265023138,9.472
,157719703,265023138,9983257590,5.675
,157719703,9983257590,1699777746,2.762
,157719703,1699777746,9983257422,1.767
,157719703,9983257422,265023139,2.143
,157719703,265023139,9983243598,3.069
,157719703,9983243598,1699777736,4.475
,157719703,1699777736,265023084,13.442
,158007907,1702432021,1702432008,10.719
,158007911,25191432,1702432029,17.629
,158007911,1702432029,1702432031,7.509
Avenue Saint-Martin,158007912,1031563490,1031563268,17.097
,158007914,1079751652,1702432042,7.949
,158007914,1702432042,25191432,13.131
Avenue Saint-Martin,158007917,1031563268,1702431981,13.028
Avenue Saint-Martin,158007917,1702431981,6456373620,23.602
Avenue Saint-Martin,158007917,6456373620,1702431994,21.501
,158007919,917978757,7799413965,5.466
,158007919,7799413965,7799413967,2.888
,158007919,7799413967,7799413966,2.028
,158007919,7799413966,7799413964,3.271
,158007919,7799413964,7788176330,4.848
,158007920,1702432050,1702432046,11.334
,158007920,1702432046,25191432,18.264
,158007921,25191440,1702432060,13.529
,158007921,1702432060,1702432050,17.482
,158007923,25191440,1702432056,12.338
,158007925,1702432031,1702432043,14.063
,158007925,1702432043,1702432054,15.274
,158007925,1702432054,1702432056,8.34
,158007926,6456373627,6848754636,0.876
,158007926,6848754636,1702432006,4.684
,158007926,1702432006,1702431994,24.782
,158007928,1702432036,1702432010,3.017
,158007928,1702432010,1702432021,1.093
,158007928,1702432021,6456373628,0.684
Avenue de Fontvieille,158189815,25177478,25177449,44.994
Avenue des Castelans,158189817,25177469,25177466,31.068
Avenue des Castelans,158189817,25177466,1074584659,14.003
Avenue des Castelans,158189817,1074584659,7781959778,11.824
Avenue des Castelans,158189817,7781959778,1074584710,3.437
Avenue des Castelans,158189817,1074584710,25177462,18.816
Avenue des Castelans,158189817,25177462,1074584868,16.945
Avenue des Castelans,158189817,1074584868,2671854123,15.273
Avenue des Castelans,158189819,25177737,25177730,18.63
Avenue des Castelans,158189820,8356735873,1704201228,7.353
Avenue des Castelans,158189820,1704201228,8356735872,4.921
Avenue des Castelans,158189820,8356735872,263078048,104.507
Avenue des Castelans,158189820,263078048,252417123,38.225
Avenue des Castelans,158189820,252417123,1095426763,32.927
Avenue des Castelans,158189820,1095426763,252417125,22.264
Avenue des Castelans,158189820,252417125,8356735875,4.824
Avenue des Castelans,158189820,8356735875,8356735874,7.063
Rue de l'Industrie,158189826,25177718,2825675752,8.132
Rue de l'Industrie,158189826,2825675752,1204303514,64.474
Rue de l'Industrie,158189826,1204303514,1704201261,27.675
Rue du Gabian,158189827,1704201287,9754634320,12.414
Rue du Gabian,158189827,9754634320,1704201291,11.992
Rue du Gabian,158189827,1704201291,11148576696,14.22
Rue du Gabian,158189827,11148576696,1704201297,33.648
Rue du Gabian,158189827,1704201297,2825675776,10.763
Rue du Gabian,158189827,2825675776,2825675780,25.578
Rue du Gabian,158189827,2825675780,1204303587,40.525
Rue du Gabian,158189827,1204303587,25177478,6.742
,158189830,1074584689,8734568218,4.593
,158189830,8734568218,1704201318,4.398
,158189830,1704201318,1704201316,10.722
,158189830,1704201316,9722174445,10.821
,158189830,9722174445,2626888281,2.934
,158189831,1074585030,11451922600,4.375
,158189831,11451922600,3206960029,6.133
,158189831,3206960029,1704201310,22.267
,158189831,1704201310,2626888280,2.007
Avenue des Guelfes,158215176,11149937115,1704462841,19.941
Avenue des Guelfes,158215176,1704462841,1866905932,9.163
Avenue des Guelfes,158215176,1866905932,1866905945,8.758
Avenue des Guelfes,158215176,1866905945,1866905925,6.371
Tunnel Pont Cadre,158215178,1704462684,1704462691,22.476
Tunnel Pont Cadre,158215178,1704462691,1704462722,18.708
Tunnel Pont Cadre,158215178,1704462722,1704462748,17.037
Tunnel Pont Cadre,158215178,1704462748,1704462784,18.695
Tunnel Pont Cadre,158215178,1704462784,11149937118,5.059
Avenue des Ligures,158215180,1074584633,252470578,4.579
Avenue des Ligures,158215180,252470578,25177174,3.837
Avenue des Ligures,158215180,25177174,5504778596,3.163
Avenue des Ligures,158215180,5504778596,8356754264,4.24
Avenue des Ligures,158215180,8356754264,5504778598,4.811
Avenue des Ligures,158215180,5504778598,1074584584,2.379
Avenue des Ligures,158215180,1074584584,1074584849,3.817
Avenue des Ligures,158215180,1074584849,1074584675,3.779
Avenue des Ligures,158215180,1074584675,5504778600,2.559
Avenue des Ligures,158215180,5504778600,3123164985,1.731
Avenue des Ligures,158215180,3123164985,3123164990,2.809
Avenue des Ligures,158215180,3123164990,3123164979,1.821
Avenue des Ligures,158215180,3123164979,4452216528,4.081
Avenue des Ligures,158215180,4452216528,5504778601,3.965
Avenue des Ligures,158215180,5504778601,1074584633,3.019
Avenue des Papalins,158215184,25177245,4938342140,3.879
Avenue des Papalins,158215184,4938342140,1704462954,8.258
Avenue des Papalins,158215184,1704462954,1074584845,8.47
Avenue des Papalins,158215184,1074584845,3297725609,4.911
Avenue des Papalins,158215184,3297725609,25177398,13.359
Avenue des Papalins,158215184,25177398,1204303526,12.573
Avenue des Papalins,158215184,1204303526,25177400,14.164
Avenue des Papalins,158215184,25177400,11149937147,6.777
Avenue des Papalins,158215184,11149937147,4452216619,8.321
Avenue des Papalins,158215184,4452216619,1204303557,7.428
Avenue des Papalins,158215184,1204303557,1869239783,2.886
Avenue des Papalins,158215184,1869239783,1869239786,8.757
Avenue du Port,158215185,2225788744,1704201255,5.59
Avenue du Port,158215185,1704201255,4937756540,4.55
Avenue du Port,158215185,4937756540,4937756539,4.079
Avenue du Port,158215185,4937756539,2825675737,15.53
Port de Cap d'Ail,158215189,1704462439,9914391766,139.231
Port de Cap d'Ail,158215189,9914391766,9914391771,111.028
Port de Cap d'Ail,158215189,9914391771,7340445016,13.075
Port de Cap d'Ail,158215189,7340445016,254470730,14.189
Rue de la Lüjerneta,158215190,4938436904,4939779368,2.825
Rue de la Lüjerneta,158215190,4939779368,4939779367,3.927
Rue de la Lüjerneta,158215190,4939779367,4939779366,4.259
Rue de la Lüjerneta,158215190,4939779366,1868008127,3.693
Rue du Campanin,158215191,1869239782,2270588143,5.491
Rue du Campanin,158215191,2270588143,4452216617,9.886
Rue du Campanin,158215191,4452216617,2270588142,16.353
Rue du Campanin,158215191,2270588142,25177472,24.548
Rue du Campanin,158215191,25177472,1074584755,14.145
Rue du Campanin,158215191,1074584755,1704462972,10.009
Rue du Campanin,158215191,1704462972,25177469,14.102
Ruelle Herculis,158215192,1704462994,252539667,72.488
Ruelle Herculis,158215192,252539667,25183872,33.574
,158215193,1704462602,263076997,12.59
,158215193,263076997,263076998,30.856
,158215193,263076998,1704462754,26.28
,158215193,1704462754,1704462781,14.213
,158215194,7781182034,1204303577,5.939
,158215194,1204303577,1704462640,6.392
,158215195,1704462966,25177472,5.61
,158215195,25177472,7781959755,5.519
,158215196,9919108620,1875160737,49.022
,158215196,1875160737,5918147630,16.13
,158215196,5918147630,7781960197,23.798
,158215197,1704462474,2050500634,3.36
,158215197,2050500634,1704462505,19.923
,158215198,7781960108,4938342152,4.155
,158215198,4938342152,4938342143,6.391
,158215198,4938342143,1097219484,3.532
,158215199,263076994,1704462554,13.987
,158215199,1704462554,1704462561,6.288
,158215199,1704462561,7927845479,5.044
,158215199,7927845479,1704462602,5.548
,158215200,254470730,4437836938,11.031
,158215200,4437836938,7340445017,5.69
,158215200,7340445017,1704462546,6.758
,158215200,1704462546,9914391780,8.937
,158215200,9914391780,9914391779,5.44
,158215200,9914391779,9914391778,8.541
,158215200,9914391778,254470730,5.84
,158215201,1704462463,11149894071,19.415
,158215201,11149894071,7340445011,2.116
,158215201,7340445011,11149894072,2.121
,158215201,11149894072,1704462442,1.817
,158215201,1704462442,1704462439,13.591
,158215202,1074584559,9919108633,2.735
,158215202,9919108633,9919108632,1.619
,158215202,9919108632,1704462589,23.221
,158215202,1704462589,3068738376,12.539
,158215202,3068738376,263077235,2.888
,158215202,263077235,1074585025,10.019
,158215202,1074585025,263077236,10.235
,158215202,263077236,263077237,11.544
,158215202,263077237,263077238,10.039
,158215202,263077238,1704462609,8.458
,158215202,1704462609,4452216572,22.138
,158215202,4452216572,1074584746,12.565
,158215202,1074584746,4452216583,5.578
,158215202,4452216583,263077158,6.778
,158215203,263077159,263078598,10.843
,158215203,263078598,263078599,19.85
,158215203,263078599,1074584959,33.386
,158215203,1074584959,263076994,11.362
,158215203,263076994,1875143991,3.86
,158215203,1875143991,1875143987,10.618
,158215203,1875143987,1875143984,11.282
,158215203,1875143984,1875143980,12.044
,158215203,1875143980,1875143978,17.482
,158215203,1875143978,1875143979,25.035
,158215203,1875143979,1875143981,19.292
,158215203,1875143981,1875143983,10.384
,158215203,1875143983,1875143986,12.53
,158215203,1875143986,1875143990,8.786
,158215203,1875143990,1875143994,10.835
,158215203,1875143994,7781127877,16.33
,158215203,7781127877,7781127878,9.769
,158215203,7781127878,7781127879,9.789
,158215203,7781127879,7781127880,16.152
,158215205,25177333,1074584742,11.866
,158215205,1074584742,252416864,8.689
,158215205,252416864,1074584559,5.583
,158215205,1074584559,252416865,6.712
,158215205,252416865,1074584888,6.471
